CPU Overall Power Consumption,GPU Power,FPS
136.717,338.937,128
137.826,335.734,112
127.853,344.83,122
125.596,345.681,119
136.291,340.437,125
129.112,345.647,134
134.927,336.581,127
133.529,315.266,119
134.477,340.474,142
132.119,345.233,148
133.122,345.435,154
135.288,332.059,130
130.881,343.732,140
130.521,342.325,140
130.344,342.482,138
129.88,345.355,141
132.072,342.788,146
133.244,338.353,149
128.754,342.946,161
129.219,343.798,155
129.8,342.873,144
128.937,344.222,154
130.478,338.983,137
132.222,339.976,149
131.595,342.08,149
130.91,342.747,147
135.402,335.504,148
137.057,328.145,144
134.288,328.763,138
133.913,337.467,139
133.262,329.018,147
132.478,339.355,152
132.908,338.907,151
131.394,340.541,158
134.191,327.788,136
133.934,340.451,149
133.22,340.308,155
131.043,340.204,160
128.678,341.591,178
131.646,341.234,148
134.09,330.3,149
133.724,339.119,156
131.148,343.068,163
131.249,341.952,162
131.795,340.737,160
134.269,336.983,145
133.338,331.699,147
134.404,334.942,144
132.566,327.614,131
133.499,335.692,152
132.723,341.671,157
133.07,338.632,156
132.313,338.98,159
132.73,341.775,177
133.27,337.101,144
134.687,336.463,143
133.829,341.105,144
134.129,338.313,141
132.091,326.568,133
133.453,337.339,149
132.938,341.264,154
133.296,337.007,161
133.179,337.011,164
133.154,338.01,158
133.31,339.744,156
133.605,331.376,144
133.279,342.192,157
132.17,343.269,157
129.726,339.82,159
134.667,342.146,148
135.07,339.866,152
133.843,336.735,150
132.918,338.564,152
134.276,338.366,147
132.053,336.857,151
132.555,342.431,152
132.251,340.905,156
133.073,340.7,157
133.144,339.001,157
133.246,340.888,158
132.826,336.941,158
131.258,342.246,170
127.043,344.046,172
131.628,342.139,162
130.941,343.384,158
132.354,342.809,156
132.881,330.756,135
133.754,331.996,141
133.449,327.822,142
132.993,342.399,157
131.981,341.59,160
132.439,341.277,159
130.39,340.08,163
132.654,341.908,161
131.003,340.325,162
131.363,341.398,163
131.295,341.301,159
131.411,342.038,161
132.374,340.268,154
135.158,318.076,119
133.066,338.668,166
132.178,340.892,158
132.673,340.344,154
132.052,341.403,162
134.022,339.846,150
131.654,341.867,155
132.414,342.694,162
129.805,342.817,162
133.912,340.025,154
133.758,339.507,142
133.887,335.666,150
132.813,333.394,145
132.689,324.276,140
131.182,330.098,139
132.666,328.936,139
131.719,329.09,139
133.411,338.333,153
132.399,342.491,165
133.586,337.711,150
132.503,340.642,157
132.11,340.784,170
132.456,340.702,178
132.311,339.194,170
132.269,340.098,157
133.438,337.265,150
132.891,339.085,146
133.062,338.792,155
135.722,330.091,134
133.776,343.44,158
133.877,338.526,144
133.698,339.045,153
132.551,340.303,170
129.007,340.415,164
133.94,331.907,148
133.675,337.557,155
129.831,344.016,167
132.44,341.34,154
131.953,341.75,151
129.309,341.637,169
131.273,339.968,156
131.576,341.378,159
130.036,342.621,182
132.042,340.822,178
128.936,341.709,165
130.507,341.649,156
133.072,338.775,157
133.184,339.999,164
131.67,339.341,159
131.66,340.661,159
131.269,337.607,159
130.671,335.124,165
132.235,332.697,164
133.372,338.228,150
132.807,341.734,153
133.109,339.865,155
135.892,327.677,124
135.776,334.078,141
132.668,336.59,159
129.739,338.452,161
132.826,332.605,147
132.029,343.312,162
132.346,341.479,161
132.74,342.325,169
132.722,337.104,167
133.073,339.803,166
133.092,340.753,166
132.13,340.544,161
131.933,341.725,163
130.728,341.895,166
134.932,317.667,114
134.329,318.86,114
131.314,328.529,124
131.515,336.807,136
131.518,334.956,145
128.756,342.872,151
129.032,330.192,138
132.757,336.096,145
128.054,342.166,148
129.447,330.787,152
130.346,341.501,154
129.384,342.602,154
129.145,338.77,156
128.4,334.749,149
128.468,338.492,153
130.979,337.121,148
133.229,314.441,111
133.906,335.913,143
133.67,339.594,149
132.126,339.882,164
130.718,342.321,164
131.235,342.112,150
132.157,335.286,142
134.135,332.57,142
133.567,330.644,142
129.194,327.587,146
132.485,341.52,165
131.556,317.407,142
129.549,344.169,181
130.618,321.622,126
129.218,345.282,155
130.119,332.604,136
131.262,345.143,149
132.348,311.086,109
132.947,329.337,141
133.469,331.299,143
133.028,339.51,154
129.28,342.075,176
130.205,340.647,159
132.542,341.952,155
135.147,323.288,123
134.835,320.498,113
132.906,332.049,148
132.613,320.738,122
130.963,342.149,163
132.172,325.189,131
132.626,337.352,156
133.025,338.778,157
129.575,341.637,168
126.999,343.885,168
127.959,345.498,168
128.447,342.725,173
128.437,342.393,175
127.822,338.723,171
127.297,336.466,155
128.191,342.294,168
128.63,344.794,173
128.442,344.13,166
130.451,342,159
131.488,339.328,154
133.22,336.439,144
131.956,340.185,151
133.174,331.352,133
132.323,339.619,155
128.853,340.234,156
132.545,330.04,128
132.341,341.94,156
129.967,343.61,157
126.883,335.624,151
126.719,345.137,147
126.932,342.651,151
129.627,345.67,162
128.81,344.316,162
124.867,343.307,164
128.18,341.299,165
129.446,341.516,183
128.331,344.66,168
128.135,343.264,163
128.742,341.865,156
128.8,342.214,155
129.145,337.026,154
129.735,340.295,155
127.347,343.997,162
128.315,329.893,137
130.841,307.888,100
131.677,315.377,117
132.435,339.142,141
133.61,342.398,145
131.592,340.256,148
133.53,342.519,147
133.715,342.108,146
133.161,343.779,146
133.332,342.324,146
133.314,343.397,146
133.35,340.98,144
132.091,307.314,98
119.522,158.611,129
132.689,333.291,152
132.63,336.268,153
131.995,333.7,153
132.105,332.546,154
130.628,331.26,144
132.236,316.342,125
131.226,337.793,145
130.649,337.971,150
129.714,338.848,150
128.89,335.901,144
131.494,333.507,143
129.354,330.338,136
128.885,337.562,144
128.748,337.673,142
130.32,337.314,137
129.769,336.425,137
128.011,339.563,146
131.098,336.611,144
127.981,340.581,147
128.513,341.303,149
127.578,341.725,151
128.694,336.601,144
131.16,337.205,142
128.477,339.743,149
129.949,339.506,150
128.201,339.586,149
125.893,340.038,151
126.189,340.572,150
125.849,339.91,151
128.056,341.029,159
128.314,340.867,159
128.462,340.845,160
128.707,340.641,158
129.917,338.136,143
131.546,329.462,142
129.461,338.233,151
128.986,325.847,134
133.62,325.529,136
134.456,333.061,144
130.882,302.508,148
128.749,321.121,135
133.848,288.78,97
129.611,280.38,141
125.837,296.42,96
132.465,331.881,126
133.373,327.379,126
132.807,326.402,134
133.856,335.773,129
125.894,320.331,126
131.354,320.98,126
131.244,322.282,129
131.577,313.528,118
130.391,323.914,125
129.438,325.287,126
129.119,324.936,123
129.754,322.796,124
125.257,276.605,165
115.513,100.72,189
130.095,335.159,135
132.903,327.216,132
131.949,302.64,112
130.237,326.809,122
128.449,327.144,119
126.3,343.579,140
124.859,342.603,137
125.297,334.674,139
125.805,334.833,139
125.39,345.922,139
126.334,343.73,144
125.593,340.84,138
126.706,338.292,139
125.831,340.123,137
131.218,328.376,132
129.249,322.861,111
130.534,332.895,128
131.035,331.318,122
131.859,304.727,101
132.614,303.072,101
134.192,292.26,95
122.097,273.998,137
133.77,296.846,98
135.428,291.307,94
137.05,315.824,101
135.584,331.421,123
135.36,331.692,128
132.169,336.245,136
131.579,325.807,134
130.172,330.464,148
130.332,333.488,134
134.769,330.624,152
130.086,338.288,154
129.99,339.723,150
129.783,335.427,143
127.291,341.215,153
127.974,333.194,140
131.743,341.526,148
123.602,338.081,143
130.265,339.708,145
130.604,327.991,121
134.561,320.169,120
131.22,323.586,116
123.539,321.804,120
131.088,336.187,147
131.347,322.827,124
133.021,339.899,141
133.316,327.311,129
134.476,322.612,115
132.787,319.471,117
134.114,319.52,120
133.565,335.164,145
127.604,340.928,154
127.846,337.686,150
132.209,338.835,150
135.308,324.423,130
130.599,334.849,137
129.535,331.983,134
132.623,330.13,145
132.216,328.227,132
130.362,324.652,128
131.912,329.068,127
134.103,330.99,137
133.752,338.159,146
132.762,337.794,145
133.811,339.584,145
129.638,343.537,154
127.731,326.125,145
130.874,339.401,154
135.378,341.801,138
135.618,328.829,124
134.616,328.927,125
134.484,336.541,128
147.768,326.655,123
147.578,331.03,125
135.251,337.419,122
134.466,328.966,123
133.602,334.975,122
132.006,339.787,131
131.596,342.394,131
128.109,340.019,119
